code|code_type|description|doseage_format|match_term|inclusion_exclusion
01653|ICD_9|Tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01654|ICD_9|Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01655|ICD_9|Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01656|ICD_9|Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01665|ICD_9|Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01666|ICD_9|Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01670|ICD_9|Tuberculosis of other female genital organs, unspecified||tuberculosis|
01671|ICD_9|Tuberculosis of other female genital organs, bacteriological or histological examination not done||tuberculosis|
01672|ICD_9|Tuberculosis of other female genital organs, bacteriological or histological examination unknown (at present)||tuberculosis|
01673|ICD_9|Tuberculosis of other female genital organs, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01674|ICD_9|Tuberculosis of other female genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01675|ICD_9|Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01676|ICD_9|Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01690|ICD_9|Genitourinary tuberculosis, unspecified, unspecified||tuberculosis|
01691|ICD_9|Genitourinary tuberculosis, unspecified, bacteriological or histological examination not done||tuberculosis|
01692|ICD_9|Genitourinary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)||tuberculosis|
01693|ICD_9|Genitourinary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01694|ICD_9|Genitourinary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01695|ICD_9|Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01696|ICD_9|Genitourinary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01700|ICD_9|Tuberculosis of skin and subcutaneous cellular tissue, unspecified||tuberculosis|
01701|ICD_9|Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination not done||tuberculosis|
01702|ICD_9|Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination unknown (at present)||tuberculosis|
01703|ICD_9|Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01704|ICD_9|Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01705|ICD_9|Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01706|ICD_9|Tuberculosis of skin and subcutaneous cellular tissue, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01710|ICD_9|Erythema nodosum with hypersensitivity reaction in tuberculosis, unspecified||tuberculosis|
01711|ICD_9|Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination not done||tuberculosis|
01712|ICD_9|Erythema nodosum with hypersensitivity reaction in tuberculosis, bacteriological or histological examination unknown (at present)||tuberculosis|
01713|ICD_9|Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01714|ICD_9|Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01715|ICD_9|Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01716|ICD_9|Erythema nodosum with hypersensitivity reaction in tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01720|ICD_9|Tuberculosis of peripheral lymph nodes, unspecified||tuberculosis|
01721|ICD_9|Tuberculosis of peripheral lymph nodes, bacteriological or histological examination not done||tuberculosis|
01722|ICD_9|Tuberculosis of peripheral lymph nodes, bacteriological or histological examination unknown (at present)||tuberculosis|
01723|ICD_9|Tuberculosis of peripheral lymph nodes, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01724|ICD_9|Tuberculosis of peripheral lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01725|ICD_9|Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01726|ICD_9|Tuberculosis of peripheral lymph nodes, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01730|ICD_9|Tuberculosis of eye, unspecified||tuberculosis|
01731|ICD_9|Tuberculosis of eye, bacteriological or histological examination not done||tuberculosis|
01732|ICD_9|Tuberculosis of eye, bacteriological or histological examination unknown (at present)||tuberculosis|
01733|ICD_9|Tuberculosis of eye, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01734|ICD_9|Tuberculosis of eye, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01735|ICD_9|Tuberculosis of eye, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01736|ICD_9|Tuberculosis of eye, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01740|ICD_9|Tuberculosis of ear, unspecified||tuberculosis|
01741|ICD_9|Tuberculosis of ear, bacteriological or histological examination not done||tuberculosis|
01742|ICD_9|Tuberculosis of ear, bacteriological or histological examination unknown (at present)||tuberculosis|
01743|ICD_9|Tuberculosis of ear, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01744|ICD_9|Tuberculosis of ear, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01745|ICD_9|Tuberculosis of ear, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01746|ICD_9|Tuberculosis of ear, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01750|ICD_9|Tuberculosis of thyroid gland, unspecified||tuberculosis|
01751|ICD_9|Tuberculosis of thyroid gland, bacteriological or histological examination not done||tuberculosis|
01752|ICD_9|Tuberculosis of thyroid gland, bacteriological or histological examination unknown (at present)||tuberculosis|
01753|ICD_9|Tuberculosis of thyroid gland, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01754|ICD_9|Tuberculosis of thyroid gland, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01755|ICD_9|Tuberculosis of thyroid gland, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01756|ICD_9|Tuberculosis of thyroid gland, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01760|ICD_9|Tuberculosis of adrenal glands, unspecified||tuberculosis|
01761|ICD_9|Tuberculosis of adrenal glands, bacteriological or histological examination not done||tuberculosis|
01762|ICD_9|Tuberculosis of adrenal glands, bacteriological or histological examination unknown (at present)||tuberculosis|
01763|ICD_9|Tuberculosis of adrenal glands, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01764|ICD_9|Tuberculosis of adrenal glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01765|ICD_9|Tuberculosis of adrenal glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01766|ICD_9|Tuberculosis of adrenal glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01770|ICD_9|Tuberculosis of spleen, unspecified||tuberculosis|
01771|ICD_9|Tuberculosis of spleen, bacteriological or histological examination not done||tuberculosis|
01772|ICD_9|Tuberculosis of spleen, bacteriological or histological examination unknown (at present)||tuberculosis|
01773|ICD_9|Tuberculosis of spleen, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01774|ICD_9|Tuberculosis of spleen, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01775|ICD_9|Tuberculosis of spleen, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01776|ICD_9|Tuberculosis of spleen, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01780|ICD_9|Tuberculosis of esophagus, unspecified||tuberculosis|
01781|ICD_9|Tuberculosis of esophagus, bacteriological or histological examination not done||tuberculosis|
01782|ICD_9|Tuberculosis of esophagus, bacteriological or histological examination unknown (at present)||tuberculosis|
01783|ICD_9|Tuberculosis of esophagus, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01784|ICD_9|Tuberculosis of esophagus, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01785|ICD_9|Tuberculosis of esophagus, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01786|ICD_9|Tuberculosis of esophagus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01790|ICD_9|Tuberculosis of other specified organs, unspecified||tuberculosis|
01791|ICD_9|Tuberculosis of other specified organs, bacteriological or histological examination not done||tuberculosis|
01792|ICD_9|Tuberculosis of other specified organs, bacteriological or histological examination unknown (at present)||tuberculosis|
01793|ICD_9|Tuberculosis of other specified organs, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01794|ICD_9|Tuberculosis of other specified organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01795|ICD_9|Tuberculosis of other specified organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01796|ICD_9|Tuberculosis of other specified organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01800|ICD_9|Acute miliary tuberculosis, unspecified||tuberculosis|
01801|ICD_9|Acute miliary tuberculosis, bacteriological or histological examination not done||tuberculosis|
01802|ICD_9|Acute miliary tuberculosis, bacteriological or histological examination unknown (at present)||tuberculosis|
01803|ICD_9|Acute miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01804|ICD_9|Acute miliary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01805|ICD_9|Acute miliary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01806|ICD_9|Acute miliary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01880|ICD_9|Other specified miliary tuberculosis, unspecified||tuberculosis|
01881|ICD_9|Other specified miliary tuberculosis, bacteriological or histological examination not done||tuberculosis|
01882|ICD_9|Other specified miliary tuberculosis, bacteriological or histological examination unknown (at present)||tuberculosis|
01883|ICD_9|Other specified miliary tuberculosis, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01884|ICD_9|Other specified miliary tuberculosis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01885|ICD_9|Other specified miliary tuberculosis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01886|ICD_9|Other specified miliary tuberculosis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
01890|ICD_9|Miliary tuberculosis, unspecified, unspecified||tuberculosis|
01891|ICD_9|Miliary tuberculosis, unspecified, bacteriological or histological examination not done||tuberculosis|
01892|ICD_9|Miliary tuberculosis, unspecified, bacteriological or histological examination unknown (at present)||tuberculosis|
01893|ICD_9|Miliary tuberculosis, unspecified, tubercle bacilli found (in sputum) by microscopy||tuberculosis|
01894|ICD_9|Miliary tuberculosis, unspecified, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||tuberculosis|
01895|ICD_9|Miliary tuberculosis, unspecified, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||tuberculosis|
01896|ICD_9|Miliary tuberculosis, unspecified, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||tuberculosis|
1370|ICD_9|Late effects of respiratory or unspecified tuberculosis||tuberculosis|
1371|ICD_9|Late effects of central nervous system tuberculosis||tuberculosis|
1372|ICD_9|Late effects of genitourinary tuberculosis||tuberculosis|
1373|ICD_9|Late effects of tuberculosis of bones and joints||tuberculosis|
1374|ICD_9|Late effects of tuberculosis of other specified organs||tuberculosis|
5110|ICD_9|Pleurisy without mention of effusion or current tuberculosis||tuberculosis|
5111|ICD_9|Pleurisy with effusion, with mention of a bacterial cause other than tuberculosis||tuberculosis|
64730|ICD_9|Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable||tuberculosis|
64731|ICD_9|Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition||tuberculosis|
64732|ICD_9|Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication||tuberculosis|
64733|ICD_9|Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication||tuberculosis|
64734|ICD_9|Tuberculosis of mother, complicating pregnancy, childbirth, or the puerperium,postpartum condition or complication||tuberculosis|
79551|ICD_9|Nonspecific reaction to tuberculin skin test without active tuberculosis||tuberculosis|
79552|ICD_9|Nonspecific reaction to cell mediated immunity measurement of gamma interferon antigen response without active tuberculosis||tuberculosis|
V011|ICD_9|Contact with or exposure to tuberculosis||tuberculosis|
V032|ICD_9|Need for prophylactic vaccination and inoculation against tuberculosis [BCG]||tuberculosis|
V1201|ICD_9|Personal history of tuberculosis||tuberculosis|
V712|ICD_9|Observation for suspected tuberculosis||tuberculosis|
V741|ICD_9|Screening examination for pulmonary tuberculosis||tuberculosis|
0391|ICD_9|Pulmonary actinomycotic infection||pulm.*infect|
1221|ICD_9|Echinococcus granulosus infection of lung||infect.*lung|
41512|ICD_9|Septic pulmonary embolism||sep.*pulm|
01161|ICD_9|Tuberculous pneumonia [any form], bacteriological or histological examination not done||pneumonia.*bact|
01162|ICD_9|Tuberculous pneumonia [any form], bacteriological or histological examination unknown (at present)||pneumonia.*bact|
01164|ICD_9|Tuberculous pneumonia [any form], tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture||pneumonia.*bact|
01165|ICD_9|Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically||pneumonia.*bact|
01166|ICD_9|Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]||pneumonia.*bact|
48283|ICD_9|Pneumonia due to other gram-negative bacteria||pneumonia.*bact|
48289|ICD_9|Pneumonia due to other specified bacteria||pneumonia.*bact|
4829|ICD_9|Bacterial pneumonia, unspecified||bact.*pneumonia|
4658|ICD_9|Acute upper respiratory infections of other multiple sites||respiratory.*infect|
4659|ICD_9|Acute upper respiratory infections of unspecified site||respiratory.*infect|
7140|ICD_9|Rheumatoid arthritis||rheumatoid arthritis|
7142|ICD_9|Other rheumatoid arthritis with visceral or systemic involvement||rheumatoid arthritis|
71430|ICD_9|Polyarticular juvenile rheumatoid arthritis, chronic or unspecified||rheumatoid arthritis|
71431|ICD_9|Polyarticular juvenile rheumatoid arthritis, acute||rheumatoid arthritis|
71432|ICD_9|Pauciarticular juvenile rheumatoid arthritis||rheumatoid arthritis|
71433|ICD_9|Monoarticular juvenile rheumatoid arthritis||rheumatoid arthritis|
V821|ICD_9|Screening for rheumatoid arthritis||rheumatoid arthritis|
75982|ICD_9|Marfan syndrome||marfan|
73730|ICD_9|Scoliosis [and kyphoscoliosis], idiopathic||scoliosis|
73731|ICD_9|Resolving infantile idiopathic scoliosis||scoliosis|
73732|ICD_9|Progressive infantile idiopathic scoliosis||scoliosis|
73733|ICD_9|Scoliosis due to radiation||scoliosis|
73734|ICD_9|Thoracogenic scoliosis||scoliosis|
73739|ICD_9|Other kyphoscoliosis and scoliosis||scoliosis|
73743|ICD_9|Scoliosis associated with other conditions||scoliosis|
24240|ICD_9|Thyrotoxicosis from ectopic thyroid nodule without mention of thyrotoxic crisis or storm||oto.*tox|
24241|ICD_9|Thyrotoxicosis from ectopic thyroid nodule with mention of thyrotoxic crisis or storm||oto.*tox|
24280|ICD_9|Thyrotoxicosis of other specified origin without mention of thyrotoxic crisis or storm||oto.*tox|
24281|ICD_9|Thyrotoxicosis of other specified origin with mention of thyrotoxic crisis or storm||oto.*tox|
24290|ICD_9|Thyrotoxicosis without mention of goiter or other cause, and without mention of thyrotoxic crisis or storm||oto.*tox|
24291|ICD_9|Thyrotoxicosis without mention of goiter or other cause, with mention of thyrotoxic crisis or storm||oto.*tox|
J47|ICD_10|Bronchiectasis||bronchiectasis|
J470|ICD_10|Bronchiectasis with acute lower respiratory infection||bronchiectasis|
J471|ICD_10|Bronchiectasis with (acute) exacerbation||bronchiectasis|
J479|ICD_10|Bronchiectasis, uncomplicated||bronchiectasis|
Q334|ICD_10|Congenital bronchiectasis||bronchiectasis|
E84|ICD_10|Cystic fibrosis||cystic fibrosis|
E840|ICD_10|Cystic fibrosis with pulmonary manifestations||cystic fibrosis|
E841|ICD_10|Cystic fibrosis with intestinal manifestations||cystic fibrosis|
E8411|ICD_10|Meconium ileus in cystic fibrosis||cystic fibrosis|
E8419|ICD_10|Cystic fibrosis with other intestinal manifestations||cystic fibrosis|
E848|ICD_10|Cystic fibrosis with other manifestations||cystic fibrosis|
E849|ICD_10|Cystic fibrosis, unspecified||cystic fibrosis|
Z141|ICD_10|Cystic fibrosis carrier||cystic fibrosis|
A15|ICD_10|Respiratory tuberculosis||tuberculosis|
A150|ICD_10|Tuberculosis of lung||tuberculosis|
A154|ICD_10|Tuberculosis of intrathoracic lymph nodes||tuberculosis|
A155|ICD_10|Tuberculosis of larynx, trachea and bronchus||tuberculosis|
A157|ICD_10|Primary respiratory tuberculosis||tuberculosis|
A158|ICD_10|Other respiratory tuberculosis||tuberculosis|
A159|ICD_10|Respiratory tuberculosis unspecified||tuberculosis|
A17|ICD_10|Tuberculosis of nervous system||tuberculosis|
A178|ICD_10|Other tuberculosis of nervous system||tuberculosis|
A1789|ICD_10|Other tuberculosis of nervous system||tuberculosis|
A179|ICD_10|Tuberculosis of nervous system, unspecified||tuberculosis|
A18|ICD_10|Tuberculosis of other organs||tuberculosis|
A180|ICD_10|Tuberculosis of bones and joints||tuberculosis|
A1801|ICD_10|Tuberculosis of spine||tuberculosis|
A1803|ICD_10|Tuberculosis of other bones||tuberculosis|
A1809|ICD_10|Other musculoskeletal tuberculosis||tuberculosis|
A181|ICD_10|Tuberculosis of genitourinary system||tuberculosis|
A1810|ICD_10|Tuberculosis of genitourinary system, unspecified||tuberculosis|
A1811|ICD_10|Tuberculosis of kidney and ureter||tuberculosis|
A1812|ICD_10|Tuberculosis of bladder||tuberculosis|
A1813|ICD_10|Tuberculosis of other urinary organs||tuberculosis|
A1814|ICD_10|Tuberculosis of prostate||tuberculosis|
A1815|ICD_10|Tuberculosis of other male genital organs||tuberculosis|
A1816|ICD_10|Tuberculosis of cervix||tuberculosis|
A1818|ICD_10|Tuberculosis of other female genital organs||tuberculosis|
A183|ICD_10|Tuberculosis of intestines, peritoneum and mesenteric glands||tuberculosis|
A1839|ICD_10|Retroperitoneal tuberculosis||tuberculosis|
A184|ICD_10|Tuberculosis of skin and subcutaneous tissue||tuberculosis|
A185|ICD_10|Tuberculosis of eye||tuberculosis|
A1850|ICD_10|Tuberculosis of eye, unspecified||tuberculosis|
A1859|ICD_10|Other tuberculosis of eye||tuberculosis|
A186|ICD_10|Tuberculosis of (inner) (middle) ear||tuberculosis|
A187|ICD_10|Tuberculosis of adrenal glands||tuberculosis|
A188|ICD_10|Tuberculosis of other specified organs||tuberculosis|
A1881|ICD_10|Tuberculosis of thyroid gland||tuberculosis|
A1882|ICD_10|Tuberculosis of other endocrine glands||tuberculosis|
A1883|ICD_10|Tuberculosis of digestive tract organs, not elsewhere classified||tuberculosis|
A1884|ICD_10|Tuberculosis of heart||tuberculosis|
A1885|ICD_10|Tuberculosis of spleen||tuberculosis|
A1889|ICD_10|Tuberculosis of other sites||tuberculosis|
A19|ICD_10|Miliary tuberculosis||tuberculosis|
A190|ICD_10|Acute miliary tuberculosis of a single specified site||tuberculosis|
A191|ICD_10|Acute miliary tuberculosis of multiple sites||tuberculosis|
A192|ICD_10|Acute miliary tuberculosis, unspecified||tuberculosis|
A198|ICD_10|Other miliary tuberculosis||tuberculosis|
A199|ICD_10|Miliary tuberculosis, unspecified||tuberculosis|
B90|ICD_10|Sequelae of tuberculosis||tuberculosis|
B900|ICD_10|Sequelae of central nervous system tuberculosis||tuberculosis|
B901|ICD_10|Sequelae of genitourinary tuberculosis||tuberculosis|
B902|ICD_10|Sequelae of tuberculosis of bones and joints||tuberculosis|
B908|ICD_10|Sequelae of tuberculosis of other organs||tuberculosis|
B909|ICD_10|Sequelae of respiratory and unspecified tuberculosis||tuberculosis|
J65|ICD_10|Pneumoconiosis associated with tuberculosis||tuberculosis|
O980|ICD_10|Tuberculosis complicating pregnancy, childbirth and the puerperium||tuberculosis|
O9801|ICD_10|Tuberculosis complicating pregnancy||tuberculosis|
O98011|ICD_10|Tuberculosis complicating pregnancy, first trimester||tuberculosis|
O98012|ICD_10|Tuberculosis complicating pregnancy, second trimester||tuberculosis|
O98013|ICD_10|Tuberculosis complicating pregnancy, third trimester||tuberculosis|
O98019|ICD_10|Tuberculosis complicating pregnancy, unspecified trimester||tuberculosis|
O9802|ICD_10|Tuberculosis complicating childbirth||tuberculosis|
O9803|ICD_10|Tuberculosis complicating the puerperium||tuberculosis|
P370|ICD_10|Congenital tuberculosis||tuberculosis|
R761|ICD_10|Nonspecific reaction to test for tuberculosis||tuberculosis|
R7611|ICD_10|Nonspecific reaction to tuberculin skin test without active tuberculosis||tuberculosis|
R7612|ICD_10|Nonspecific reaction to cell mediated immunity measurement of gamma interferon antigen response without active tuberculosis||tuberculosis|
Z111|ICD_10|Encounter for screening for respiratory tuberculosis||tuberculosis|
Z201|ICD_10|Contact with and (suspected) exposure to tuberculosis||tuberculosis|
Z8611|ICD_10|Personal history of tuberculosis||tuberculosis|
A310|ICD_10|Pulmonary mycobacterial infection||pulm.*infect|
J440|ICD_10|Chronic obstructive pulmonary disease with acute lower respiratory infection||pulm.*infect|
B671|ICD_10|Echinococcus granulosus infection of lung||infect.*lung|
T8633|ICD_10|Heart-lung transplant infection||lung.*infect|
T86812|ICD_10|Lung transplant infection||lung.*infect|
I2601|ICD_10|Septic pulmonary embolism with acute cor pulmonale||sep.*pulm|
I2690|ICD_10|Septic pulmonary embolism without acute cor pulmonale||sep.*pulm|
Q214|ICD_10|Aortopulmonary septal defect||pulm.*sep|
J156|ICD_10|Pneumonia due to other aerobic Gram-negative bacteria||pneumonia.*bact|
J158|ICD_10|Pneumonia due to other specified bacteria||pneumonia.*bact|
P236|ICD_10|Congenital pneumonia due to other bacterial agents||pneumonia.*bact|
J15|ICD_10|Bacterial pneumonia, not elsewhere classified||bact.*pneumonia|
J159|ICD_10|Unspecified bacterial pneumonia||bact.*pneumonia|
J06|ICD_10|Acute upper respiratory infections of multiple and unspecified sites||respiratory.*infect|
J069|ICD_10|Acute upper respiratory infection, unspecified||respiratory.*infect|
J22|ICD_10|Unspecified acute lower respiratory infection||respiratory.*infect|
J440|ICD_10|Chronic obstructive pulmonary disease with acute lower respiratory infection||respiratory.*infect|
J470|ICD_10|Bronchiectasis with acute lower respiratory infection||respiratory.*infect|
M05|ICD_10|Rheumatoid arthritis with rheumatoid factor||rheumatoid arthritis|
M051|ICD_10|Rheumatoid lung disease with rheumatoid arthritis||rheumatoid arthritis|
M0510|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of unspecified site||rheumatoid arthritis|
M0511|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of shoulder||rheumatoid arthritis|
M05111|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of right shoulder||rheumatoid arthritis|
M05112|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of left shoulder||rheumatoid arthritis|
M05119|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of unspecified shoulder||rheumatoid arthritis|
M0512|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of elbow||rheumatoid arthritis|
M05121|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of right elbow||rheumatoid arthritis|
M05122|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of left elbow||rheumatoid arthritis|
M05129|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of unspecified elbow||rheumatoid arthritis|
M0513|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of wrist||rheumatoid arthritis|
M05131|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of right wrist||rheumatoid arthritis|
M05132|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of left wrist||rheumatoid arthritis|
M05139|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of unspecified wrist||rheumatoid arthritis|
M0514|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of hand||rheumatoid arthritis|
M05141|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of right hand||rheumatoid arthritis|
M05142|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of left hand||rheumatoid arthritis|
M05149|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of unspecified hand||rheumatoid arthritis|
M0515|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of hip||rheumatoid arthritis|
M05151|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of right hip||rheumatoid arthritis|
M05152|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of left hip||rheumatoid arthritis|
M05159|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of unspecified hip||rheumatoid arthritis|
M0516|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of knee||rheumatoid arthritis|
M05161|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of right knee||rheumatoid arthritis|
M05162|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of left knee||rheumatoid arthritis|
M05169|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of unspecified knee||rheumatoid arthritis|
M0517|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of ankle and foot||rheumatoid arthritis|
M05171|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of right ankle and foot||rheumatoid arthritis|
M05172|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of left ankle and foot||rheumatoid arthritis|
M05179|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of unspecified ankle and foot||rheumatoid arthritis|
M0519|ICD_10|Rheumatoid lung disease with rheumatoid arthritis of multiple sites||rheumatoid arthritis|
M052|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis||rheumatoid arthritis|
M0520|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of unspecified site||rheumatoid arthritis|
M0521|ICD_10|Rheumatoid vasculitis with rheumatoid arthritis of shoulder||rheumatoid arthritis|
