,rheumatoid arthritis,M05872,other rheumatoid arthritis with rheumatoid factor of left ankle and foot
,rheumatoid arthritis,M05879,other rheumatoid arthritis with rheumatoid factor of unspecified ankle and foot
,rheumatoid arthritis,M0589,other rheumatoid arthritis with rheumatoid factor of multiple sites
,rheumatoid arthritis,M059,rheumatoid arthritis with rheumatoid factor
,rheumatoid arthritis,M06,other rheumatoid arthritis
,rheumatoid arthritis,M060,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M0600,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M0601,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06011,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06012,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06019,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M0602,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06021,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06022,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06029,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M0603,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06031,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06032,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06039,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M0604,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06041,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06042,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06049,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M0605,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06051,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06052,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06059,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M0606,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06061,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06062,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06069,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M0607,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06071,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06072,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M06079,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M0608,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M0609,rheumatoid arthritis without rheumatoid factor
,rheumatoid arthritis,M068,other specified rheumatoid arthritis
,rheumatoid arthritis,M0680,other specified rheumatoid arthritis
,rheumatoid arthritis,M0681,other specified rheumatoid arthritis
,rheumatoid arthritis,M06811,other specified rheumatoid arthritis
,rheumatoid arthritis,M06812,other specified rheumatoid arthritis
,rheumatoid arthritis,M06819,other specified rheumatoid arthritis
,rheumatoid arthritis,M0682,other specified rheumatoid arthritis
,rheumatoid arthritis,M06821,other specified rheumatoid arthritis
,rheumatoid arthritis,M06822,other specified rheumatoid arthritis
,rheumatoid arthritis,M06829,other specified rheumatoid arthritis
,rheumatoid arthritis,M0683,other specified rheumatoid arthritis
,rheumatoid arthritis,M06831,other specified rheumatoid arthritis
,rheumatoid arthritis,M06832,other specified rheumatoid arthritis
,rheumatoid arthritis,M06839,other specified rheumatoid arthritis
,rheumatoid arthritis,M0684,other specified rheumatoid arthritis
,rheumatoid arthritis,M06841,other specified rheumatoid arthritis
,rheumatoid arthritis,M06842,other specified rheumatoid arthritis
,rheumatoid arthritis,M06849,other specified rheumatoid arthritis
,rheumatoid arthritis,M0685,other specified rheumatoid arthritis
,rheumatoid arthritis,M06851,other specified rheumatoid arthritis
,rheumatoid arthritis,M06852,other specified rheumatoid arthritis
,rheumatoid arthritis,M06859,other specified rheumatoid arthritis
,rheumatoid arthritis,M0686,other specified rheumatoid arthritis
,rheumatoid arthritis,M06861,other specified rheumatoid arthritis
,rheumatoid arthritis,M06862,other specified rheumatoid arthritis
,rheumatoid arthritis,M06869,other specified rheumatoid arthritis
,rheumatoid arthritis,M0687,other specified rheumatoid arthritis
,rheumatoid arthritis,M06871,other specified rheumatoid arthritis
,rheumatoid arthritis,M06872,other specified rheumatoid arthritis
,rheumatoid arthritis,M06879,other specified rheumatoid arthritis
,rheumatoid arthritis,M0688,other specified rheumatoid arthritis
,rheumatoid arthritis,M0689,other specified rheumatoid arthritis
,rheumatoid arthritis,M069,rheumatoid arthritis
,rheumatoid arthritis,M080,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M0800,unspecified juvenile rheumatoid arthritis of unspecified site
,rheumatoid arthritis,M0801,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08011,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08012,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08019,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M0802,unspecified juvenile rheumatoid arthritis of elbow
,rheumatoid arthritis,M08021,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08022,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08029,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M0803,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08031,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08032,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08039,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M0804,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08041,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08042,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08049,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M0805,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08051,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08052,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08059,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M0806,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08061,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08062,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08069,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M0807,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08071,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08072,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M08079,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M0808,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M0809,unspecified juvenile rheumatoid arthritis
,rheumatoid arthritis,M082,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M0820,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M0821,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08211,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08212,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08219,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M0822,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08221,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08222,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08229,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M0823,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08231,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08232,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08239,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M0824,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08241,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08242,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08249,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M0825,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08251,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08252,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08259,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M0826,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08261,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08262,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08269,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M0827,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08271,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08272,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M08279,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M0828,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M0829,juvenile rheumatoid arthritis with systemic onset
,rheumatoid arthritis,M084,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M0840,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M0841,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08411,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08412,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08419,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M0842,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08421,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08422,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08429,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M0843,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08431,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08432,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08439,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M0844,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08441,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08442,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08449,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M0845,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08451,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08452,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08459,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M0846,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08461,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08462,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08469,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M0847,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08471,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08472,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M08479,pauciarticular juvenile rheumatoid arthritis
,rheumatoid arthritis,M0848,pauciarticular juvenile rheumatoid arthritis
,scoliosis,M41,scoliosis
,scoliosis,M410,infantile idiopathic scoliosis
,scoliosis,M4100,infantile idiopathic scoliosis
,scoliosis,M4102,infantile idiopathic scoliosis
,scoliosis,M4103,infantile idiopathic scoliosis
,scoliosis,M4104,infantile idiopathic scoliosis
,scoliosis,M4105,infantile idiopathic scoliosis
,scoliosis,M4106,infantile idiopathic scoliosis
,scoliosis,M4107,infantile idiopathic scoliosis
,scoliosis,M4108,infantile idiopathic scoliosis
,scoliosis,M411,juvenile and adolescent idiopathic scoliosis
,scoliosis,M4111,juvenile idiopathic scoliosis
,scoliosis,M41112,juvenile idiopathic scoliosis
,scoliosis,M41113,juvenile idiopathic scoliosis
,scoliosis,M41114,juvenile idiopathic scoliosis
,scoliosis,M41115,juvenile idiopathic scoliosis
,scoliosis,M41116,juvenile idiopathic scoliosis
,scoliosis,M41117,juvenile idiopathic scoliosis
,scoliosis,M41119,juvenile idiopathic scoliosis
,scoliosis,M4112,adolescent scoliosis
,scoliosis,M41122,adolescent idiopathic scoliosis
,scoliosis,M41123,adolescent idiopathic scoliosis
,scoliosis,M41124,adolescent idiopathic scoliosis
,scoliosis,M41125,adolescent idiopathic scoliosis
,scoliosis,M41126,adolescent idiopathic scoliosis
,scoliosis,M41127,adolescent idiopathic scoliosis
,scoliosis,M41129,adolescent idiopathic scoliosis
,scoliosis,M412,other idiopathic scoliosis
,scoliosis,M4120,other idiopathic scoliosis
,scoliosis,M4122,other idiopathic scoliosis
,scoliosis,M4123,other idiopathic scoliosis
,scoliosis,M4124,other idiopathic scoliosis
,scoliosis,M4125,other idiopathic scoliosis
,scoliosis,M4126,other idiopathic scoliosis
,scoliosis,M4127,other idiopathic scoliosis
,scoliosis,M413,thoracogenic scoliosis
,scoliosis,M4130,thoracogenic scoliosis
,scoliosis,M4134,thoracogenic scoliosis
,scoliosis,M4135,thoracogenic scoliosis
,scoliosis,M414,neuromuscular scoliosis
,scoliosis,M4140,neuromuscular scoliosis
,scoliosis,M4141,neuromuscular scoliosis
,scoliosis,M4142,neuromuscular scoliosis
,scoliosis,M4143,neuromuscular scoliosis
,scoliosis,M4144,neuromuscular scoliosis
,scoliosis,M4145,neuromuscular scoliosis
,scoliosis,M4146,neuromuscular scoliosis
,scoliosis,M4147,neuromuscular scoliosis
,scoliosis,M415,other secondary scoliosis
,scoliosis,M4150,other secondary scoliosis
,scoliosis,M4152,other secondary scoliosis
,scoliosis,M4153,other secondary scoliosis
,scoliosis,M4154,other secondary scoliosis
,scoliosis,M4155,other secondary scoliosis
,scoliosis,M4156,other secondary scoliosis
,scoliosis,M4157,other secondary scoliosis
,scoliosis,M418,other forms of scoliosis
,scoliosis,M4180,other forms of scoliosis
,scoliosis,M4182,other forms of scoliosis
,scoliosis,M4183,other forms of scoliosis
,scoliosis,M4184,other forms of scoliosis
,scoliosis,M4185,other forms of scoliosis
,scoliosis,M4186,other forms of scoliosis
,scoliosis,M4187,other forms of scoliosis
,scoliosis,M419,scoliosis
,scoliosis,M965,postradiation scoliosis
,end%renal,N186,end stage renal disease
n,tuberculosis,O980,tuberculosis complicating pregnancy
n,tuberculosis,O9801,tuberculosis complicating pregnancy
n,tuberculosis,O98011,tuberculosis complicating pregnancy
n,tuberculosis,O98012,tuberculosis complicating pregnancy
n,tuberculosis,O98013,tuberculosis complicating pregnancy
n,tuberculosis,O98019,tuberculosis complicating pregnancy
n,tuberculosis,O9802,tuberculosis complicating childbirth
n,tuberculosis,O9803,tuberculosis complicating the puerperium
,pneumonia%bact,P236,congenital pneumonia due to other bacterial agents
,tuberculosis,P370,congenital tuberculosis
n,pulm%sep,Q214,aortopulmonary septal defect
,bronchiectasis,Q334,congenital bronchiectasis
,scoliosis,Q763,congenital scoliosis due to congenital bony malformation
,scoliosis,Q764,other congenital malformations of spine
,scoliosis,Q7649,other congenital malformations of spine
,marfan,Q874,marfan's syndrome
,marfan,Q8740,marfan's syndrome
,marfan,Q8741,marfan's syndrome with cardiovascular manifestations
,marfan,Q87410,marfan's syndrome with aortic dilation
,marfan,Q87418,marfan's syndrome with other cardiovascular manifestations
,marfan,Q8742,marfan's syndrome with ocular manifestations
,marfan,Q8743,marfan's syndrome with skeletal manifestation
n,tuberculosis,R761,nonspecific reaction to test for tuberculosis
n,tuberculosis,R7611,nonspecific reaction to tuberculin skin test without active tuberculosis
n,tuberculosis,R7612,nonspecific reaction to cell mediated immunity measurement of gamma interferon antigen response without active tuberculosis
,lung%infect,T8633,heart-lung transplant infection
,lung%infect,T86812,lung transplant infection
n,tuberculosis,Z111,encounter for screening for respiratory tuberculosis
n,cystic fibrosis,Z141,cystic fibrosis carrier
n,tuberculosis,Z201,contact with and (suspected) exposure to tuberculosis
,scoliosis,Z4782,encounter for orthopedic aftercare following scoliosis surgery
n,tuberculosis,Z8611,personal history of tuberculosis
,end%renal,Z992,dependence on renal dialysis
